filename,v_thr,s_thr,box_area,highlight_in_count,highlight_out_count,highlight_in_pct,highlight_out_pct,ratio_highlight,reduction_highlight,cov_in,cov_out,ratio_cov,reduction_cov
36.png,78.0,80.0,1245519,1919,234,0.15407231844716943,0.01878734888829476,0.12193850964043773,0.8780614903595623,0.39174880828721204,0.3462410574412064,0.8838343604796841,0.11616563952031589
37.png,83.0,80.0,1261293,2440,218,0.19345227476882848,0.01728385077852648,0.08934426229508197,0.910655737704918,0.4388829942146255,0.3814682550081392,0.8691798498384994,0.13082015016150061
38.png,75.0,80.0,1251501,5924,818,0.47335159939944116,0.06536151389411594,0.13808237677245105,0.861917623227549,0.3822499470719843,0.3209337518329065,0.8395913571505849,0.16040864284941514
39.png,78.0,80.0,1233066,2337,435,0.18952756786741343,0.03527791699714371,0.18613607188703465,0.8138639281129654,0.38813260965727425,0.33861264144725906,0.8724148216926635,0.1275851783073365
4.png,71.0,80.0,1300592,5323,2488,0.4092751608498284,0.1912975014454956,0.4674055983467969,0.5325944016532032,0.40877610089265787,0.3467085441115607,0.8481624619307289,0.15183753806927114
40.png,74.0,80.0,1258836,2950,128,0.2343434728590539,0.010168123568121662,0.04338983050847458,0.9566101694915254,0.40984797963243386,0.3553075430400067,0.8669252032391598,0.13307479676084022
41.png,84.0,80.0,1232906,3581,29,0.29045198904052705,0.002352166345203933,0.00809829656520525,0.9919017034347948,0.45204554172407957,0.3785968803977774,0.8375193325739425,0.1624806674260575
42.png,78.0,80.0,1229324,2489,261,0.20246899922233683,0.02123118071395336,0.10486139011651266,0.8951386098834874,0.41107455523963654,0.35565280798190635,0.8651783562098072,0.1348216437901928
43.png,78.0,80.0,1221598,2180,37,0.17845477808575325,0.00302881962806095,0.016972477064220184,0.9830275229357798,0.41896269089331584,0.3650849815222932,0.8714021306858037,0.12859786931419626
44.png,78.0,80.0,1253832,3018,223,0.2407021036311085,0.017785476842192574,0.07388999337309476,0.9261100066269052,0.38021580598879035,0.33320594726161645,0.8763600618734934,0.12363993812650664
45.png,84.0,80.0,1329427,14715,13946,1.1068678460720296,1.049023376236529,0.9477404009514101,0.0522595990485899,0.4395444020805598,0.4038437321442865,0.9187780124890998,0.08122198751090015
46.png,83.0,80.0,1306526,7210,6714,0.5518451221024304,0.5138818515666738,0.9312066574202497,0.06879334257975034,0.4549977354471344,0.41250263390479314,0.9066037075974003,0.09339629240259972
47.png,75.0,80.0,1259403,3961,257,0.31451409914062456,0.02040649418811929,0.0648826054026761,0.9351173945973239,0.3999016058432756,0.3400148800348818,0.8502463482683191,0.14975365173168087
48.png,80.0,80.0,1252013,2686,666,0.21453451361926756,0.053194335841560754,0.2479523454951601,0.7520476545048399,0.40231191015394374,0.35791469356171535,0.8896447868639039,0.11035521313609609
49.png,80.0,80.0,1263422,4151,356,0.32855213855703,0.028177441899856104,0.08576246687545169,0.9142375331245483,0.394253843331611,0.33417879577520276,0.8476234320285916,0.15237656797140842
5.png,79.0,80.0,1300843,4872,3053,0.374526364826501,0.23469396383729627,0.6266420361247947,0.37335796387520526,0.43904943944589503,0.383923715582576,0.8744430150442948,0.12555698495570522
50.png,75.0,80.0,1245719,3039,555,0.24395549879226375,0.044552583688616774,0.18262586377097728,0.8173741362290228,0.40877665789116013,0.3496717947202537,0.8554103762288611,0.14458962377113893
51.png,78.0,80.0,1273467,3859,354,0.3030310169011054,0.02779812904456888,0.09173360974345686,0.9082663902565431,0.38913270943495115,0.3340581866659485,0.8584685341692945,0.14153146583070553
52.png,76.0,80.0,1278445,2188,36,0.1711454149376782,0.0028159209039106104,0.016453382084095063,0.9835466179159049,0.3904371318731605,0.3417427049953277,0.8752822851550608,0.12471771484493921
53.png,77.0,80.0,1200743,2893,201,0.2409341549357356,0.016739635375763173,0.06947805046664363,0.9305219495333563,0.4178537901811182,0.360105299062403,0.8617973739242998,0.13820262607570022
54.png,78.0,80.0,1202683,2335,232,0.19414924797307354,0.019290203652999167,0.0993576017130621,0.9006423982869379,0.4218883485557455,0.3717128027681661,0.8810691360419272,0.11893086395807284
55.png,85.0,80.0,1259279,4002,447,0.31780090035647385,0.03549650236365413,0.11169415292353824,0.8883058470764618,0.44170545529875116,0.37253560460482926,0.8434027701850811,0.15659722981491886
56.png,83.0,80.0,1250158,3081,456,0.2464488488655034,0.03647538951076584,0.14800389483933787,0.8519961051606622,0.42284471288917047,0.36310009804465654,0.8587079061807419,0.1412920938192581
57.png,73.0,80.0,1257592,3801,405,0.30224428908580847,0.03220440333589908,0.10655090765588003,0.89344909234412,0.4139504616251685,0.3449522645816048,0.833317743450081,0.16668225654991897
58.png,78.0,80.0,1232668,2791,54,0.2264194414067697,0.004380741610879815,0.01934790397706915,0.9806520960229308,0.4131200081605128,0.3547816817883982,0.8587860059553253,0.14121399404467472
59.png,78.0,80.0,1226443,2163,67,0.17636367935566513,0.005462952619893464,0.030975496994914472,0.9690245030050856,0.39314800763298824,0.34744866540521535,0.8837604633865164,0.11623953661348363
6.png,81.0,80.0,1327327,15200,13706,1.1451586534441023,1.0326016121121622,0.9017105263157895,0.09828947368421048,0.45615558971136944,0.4187307171759209,0.9179559050035341,0.08204409499646592
60.png,84.0,80.0,1270547,2611,33,0.2055020396726764,0.0025973065144382695,0.012638835695135964,0.9873611643048641,0.43624198376735507,0.38082199639435144,0.8729604452684712,0.12703955473152884
61.png,86.0,80.0,1445023,15167,12133,1.0496026706841344,0.8396406147168591,0.7999604404298807,0.20003955957011932,0.50490928275462,0.38290654536237445,0.7583670145127092,0.24163298548729084
62.png,89.0,80.0,1450566,15881,11666,1.0948140243187832,0.8042377940748645,0.7345885019835023,0.26541149801649766,0.4707599290173448,0.3477513727018151,0.7387021521302899,0.2612978478697101
63.png,82.0,80.0,1447202,16013,15686,1.1064799523494302,1.0838846270251148,0.9795790919877599,0.020420908012240058,0.5013164758728312,0.3638868038964333,0.7258624469959378,0.2741375530040622
64.png,81.0,80.0,1482653,15653,14707,1.0557426451098133,0.9919381001488549,0.9395643007730148,0.06043569922698522,0.4990835861300963,0.36712604736831744,0.7356003234148009,0.26439967658519914
65.png,75.0,80.0,1422869,15663,18496,1.1008040796447178,1.2999088461411417,1.180872119006576,-0.18087211900657607,0.5011475813539096,0.33968396768918363,0.6778122459884713,0.32218775401152866
66.png,82.0,80.0,1452142,14260,9373,0.9819976283311136,0.6454602924507383,0.6572931276297336,0.3427068723702664,0.44166054277667943,0.32467136630966736,0.7351151729979957,0.26488482700200433
67.png,84.0,80.0,1455200,15079,12663,1.036214953271028,0.8701896646509071,0.8397771735526228,0.16022282644737718,0.4480895039771602,0.3334371356536972,0.744130654019276,0.255869345980724
68.png,79.0,80.0,1465888,15548,15444,1.060654019952411,1.0535593442336657,0.9933110367892977,0.006688963210702337,0.4996063018882635,0.3412141972567517,0.6829661594882442,0.31703384051175576
69.png,81.0,80.0,1459763,15005,12502,1.0279065848360316,0.8564403947764124,0.833188937020993,0.16681106297900705,0.4738509571587746,0.3457449361692929,0.7296491247847013,0.27035087521529866
7.png,82.0,80.0,1238300,1986,378,0.16038116772995234,0.030525720746184287,0.1903323262839879,0.8096676737160121,0.4123487094744219,0.3640535919318658,0.8828779709190484,0.1171220290809516
70.png,80.0,80.0,1448158,17658,19567,1.2193420883632864,1.3511647209765785,1.1081096386906784,-0.10810963869067836,0.5486155218799279,0.385506401521339,0.7026895633582027,0.29731043664179735
71.png,74.0,80.0,1437323,15879,18230,1.1047621167962942,1.2683300830780555,1.1480571824422192,-0.14805718244221922,0.5130510819474761,0.3400965617812885,0.6628902535208104,0.33710974647918956
72.png,83.0,80.0,1442213,15566,14776,1.079313527197439,1.0245365975760863,0.9492483618142105,0.05075163818578954,0.5173717630146885,0.3601151916654135,0.6960472476639388,0.3039527523360612
73.png,75.0,80.0,1442013,15328,18784,1.0629585170175304,1.3026234853638627,1.2254697286012526,-0.22546972860125258,0.5020265269831208,0.3335875811247801,0.6644819809212911,0.33551801907870893
74.png,80.0,80.0,1426721,15695,13531,1.100074927053012,0.9483984605259193,0.8621216948072634,0.13787830519273658,0.4827486699390206,0.3423942738517322,0.7092599010060089,0.2907400989939911
75.png,84.0,80.0,1475960,15200,11510,1.0298382069974796,0.7798314317461178,0.7572368421052632,0.2427631578947368,0.5335132731801837,0.38057962027357367,0.7133461141557023,0.28665388584429774
76.png,81.0,80.0,1480148,16460,15100,1.1120509570664554,1.0201682534449257,0.9173754556500607,0.08262454434993927,0.5383378115299091,0.38373706894695586,0.7128183470085606,0.2871816529914394
77.png,87.0,80.0,1459004,15359,11406,1.052704447691713,0.7817661911824779,0.7426264730776744,0.2573735269223256,0.5238921285855405,0.3560466816362568,0.6796183072983926,0.32038169270160743
78.png,82.0,80.0,1436458,14919,11570,1.038596325127501,0.8054534138833157,0.7755211475299953,0.22447885247000465,0.49074351493060797,0.3431803865601142,0.6993070231577905,0.3006929768422095
79.png,84.0,80.0,1450198,14482,9502,0.9986222570986858,0.6552208732876476,0.656124844634719,0.343875155365281,0.4490836990421453,0.32263139313074424,0.7184215187923492,0.28157848120765083
8.png,78.0,80.0,1261261,2603,389,0.20638075703601397,0.030842149245873772,0.14944295044179792,0.8505570495582021,0.40105659752196654,0.3513536523134113,0.876069997312953,0.12393000268704701
80.png,78.0,80.0,1440483,16556,18680,1.1493367155322207,1.2967872581627136,1.1282918579366996,-0.12829185793669962,0.5285366030884524,0.36652293873620545,0.6934674658187611,0.30653253418123894
81.png,87.0,80.0,1438436,14102,9067,0.9803703466820909,0.6303373942253948,0.6429584456105517,0.3570415543894483,0.46999598265100395,0.35100689883863173,0.7468295725822667,0.2531704274177333
82.png,77.0,80.0,1433757,14875,14470,1.0374840366952,1.009236572166692,0.9727731092436975,0.02722689075630247,0.48862433615319534,0.336063700069595,0.6877751990728335,0.31222480092716653
83.png,79.0,80.0,1454777,17168,17162,1.1801121408985709,1.179699706552963,0.999650512581547,0.00034948741845297615,0.5118129860677637,0.3700784179750445,0.7230735210889048,0.27692647891109523
84.png,80.0,80.0,1486173,15214,15945,1.0237031624178343,1.07288989908981,1.0480478506638622,-0.04804785066386219,0.49574902195298837,0.3450670722166113,0.6960519475302845,0.30394805246971546
85.png,74.0,80.0,1453421,17485,21608,1.203023762557442,1.4866993114864862,1.2358021160995138,-0.23580211609951385,0.529869897807477,0.3529458210652555,0.666099022657624,0.333900977342376
86.png,76.0,80.0,1448055,15525,17995,1.072127785201529,1.2427014167279558,1.1590982286634461,-0.15909822866344614,0.5203555638942208,0.34236175897213655,0.6579381152571527,0.34206188474284727
87.png,82.0,80.0,1443644,15767,14707,1.0921667668760442,1.0187414625766464,0.9327709773577726,0.06722902264222741,0.5112590352033881,0.3588752018467792,0.7019439797362449,0.2980560202637551
88.png,81.0,80.0,1461068,15258,14148,1.0443045771996924,0.9683327538485547,0.9272512780180888,0.07274872198191118,0.4973507336073808,0.35813327319498,0.7200819240727169,0.2799180759272831
89.png,76.0,80.0,1443580,15786,15810,1.0935313595367073,1.0951938929605565,1.0015203344735841,-0.0015203344735841284,0.4970731679197638,0.3372215722257027,0.6784143542427864,0.3215856457572136
9.png,78.0,80.0,1266477,3148,338,0.24856353490825336,0.026688206734113606,0.10736975857687421,0.8926302414231257,0.4172240637065467,0.36372044291545647,0.8717628597071481,0.12823714029285194
90.png,85.0,80.0,1488029,18212,17375,1.2239008782758938,1.16765197452469,0.9540412914561828,0.04595870854381723,0.5907162446065973,0.4024271510720973,0.6812528938324762,0.3187471061675238
91.png,78.0,80.0,1494646,15850,17815,1.0604517725267386,1.1919210301302114,1.1239747634069401,-0.12397476340694014,0.5144098641269937,0.3625773292130357,0.7048413230340491,0.2951586769659509
92.png,82.0,80.0,1457569,14851,13454,1.0188882996276678,0.923043780431664,0.9059322604538415,0.09406773954615855,0.5343834529997632,0.38778144419228244,0.7256613991609772,0.27433860083902284
93.png,86.0,80.0,1486125,15018,10812,1.0105475649760283,0.7275296492556144,0.7199360767079505,0.28006392329204954,0.46090054211725334,0.35749528681431036,0.7756451862088792,0.22435481379112077
94.png,81.0,80.0,1438949,16607,15841,1.1541062261414408,1.1008729287834385,0.95387487204191,0.046125127958089984,0.5175467939433829,0.3568042108700535,0.6894143970082948,0.31058560299170523
95.png,83.0,80.0,1461344,16537,14131,1.131629513653185,0.9669865548426655,0.854508072806434,0.14549192719356596,0.5869956749422961,0.40838697490947984,0.6957239931105554,0.30427600688944456
96.png,82.0,80.0,1435179,13567,8868,0.9453176224011082,0.6179020177970831,0.6536448735903295,0.3463551264096705,0.502907419247732,0.3632781139850895,0.7223558453929646,0.2776441546070354
97.png,79.0,80.0,1427975,17090,17679,1.1967996638596614,1.2380468845743098,1.0344645991808075,-0.034464599180807465,0.5078639617340113,0.3587470162478882,0.7063840777814008,0.2936159222185992
98.png,92.0,80.0,1468139,18113,13766,1.2337387672420663,0.9376496367169593,0.7600066250759123,0.23999337492408768,0.5790067149653483,0.40081135597302503,0.6922395640903963,0.30776043590960367
99.png,81.0,80.0,1442968,14784,12739,1.0245549450854072,0.8828331605413288,0.8616747835497836,0.13832521645021645,0.5072509031680684,0.36657300003272114,0.7226660371490039,0.2773339628509961
